,appId,content,sentiment,content_cleaned
73284,fi.spankki,"tämä sovellus osaa muuta kun lagia,ensimmäinen versio toimi kun junan vessa,mitä enemmän päivittyy sitä enemmän jumii.",negative,tämä sovellus osaa muuta kun lagia ensimmäinen versio toimi kun junan vessa mitä enemmän päivittyy sitä enemmän jumii 
57434,com.saunalahti.oma,Ei toimi,negative,ei toimi
125307,com.spotify.music,Paska.,negative,paska 
26786,com.nordea.mep.npay,"Tuntematon virhe, maksu kolmeen kertaan, ei saa palautusta. Aivan paska appi.",negative,tuntematon virhe maksu kolmeen kertaan ei saa palautusta aivan paska appi 
76169,fi.spankki,Päivityksen jälkeen NFC toiminnallisuus deaktivoitunut. Ei voi käyttää enää bonuskorttina lähilukulaitteella.,negative,päivityksen jälkeen nfc toiminnallisuus deaktivoitunut ei voi käyttää enää bonuskorttina lähilukulaitteella 
112472,fi.dna.omadna,"Paha sanoa sovelluksen toimivuudesta yhtään mitään, kun pelkkä rekisteröityminen ei ole onnistunut kymmenen yrityksenkään jälkeen. Jos muu toimivuus on samaa luokkaa, lienen onnellisempi ilman tätä sovellusta.",negative,paha sanoa sovelluksen toimivuudesta yhtään mitään kun pelkkä rekisteröityminen ei ole onnistunut kymmenen yrityksenkään jälkeen jos muu toimivuus on samaa luokkaa lienen onnellisempi ilman tätä sovellusta 
104349,fi.nordea.mep.p2p,"Ei toimi, herjaapi kirjautumisessa on ongelmia tms..",negative,ei toimi herjaapi kirjautumisessa on ongelmia tms 
72207,fi.spankki,"Ihan surkee uus päivitys, ei päästä enää edes kirjautumaan sisälle. Asensin sovelluksen uudestaankin ja silti ilmoittaa vain että tapahtui virhe",negative,ihan surkee uus päivitys ei päästä enää edes kirjautumaan sisälle asensin sovelluksen uudestaankin ja silti ilmoittaa vain että tapahtui virhe
16941,com.nordea.mobiletoken,vaaditun päivityksen jälkeen EI toimi ollenkaan ja uusi versio tökkii koko ajan ja jos toimii niin erittäin pitkällä viiveellä,negative,vaaditun päivityksen jälkeen ei toimi ollenkaan ja uusi versio tökkii koko ajan ja jos toimii niin erittäin pitkällä viiveellä
67785,com.fluffyfairygames.idleminertycoon,Selvä Mine kopio,negative,selvä mine kopio
75658,fi.spankki,"On poistettu ja ladattu uudelleen. Antaa kirjautua kerran, sen jälkeen jää salasana kohtaan, eikä pääse eteenpäin.",negative,on poistettu ja ladattu uudelleen antaa kirjautua kerran sen jälkeen jää salasana kohtaan eikä pääse eteenpäin 
85528,fi.elisa.android.ekirja,Yritin ostaa kirjan ja ei onnistunut. Sovellus vaikuttaa lelulta. Kauppa-näkymä on usein täysin tyhjä.,negative,yritin ostaa kirjan ja ei onnistunut sovellus vaikuttaa lelulta kauppa näkymä on usein täysin tyhjä 
113801,com.spotify.music,Soittaa jotain paskaa mitä en ite oo laittanu. Kaikki poistaa spotifyn!!,negative,soittaa jotain paskaa mitä en ite oo laittanu kaikki poistaa spotifyn 
49489,com.thirdpresence.ruutu,"Melko surkea. Viimesimmän päivityksen jälkeen softa ei toimi ollenkaan, ilmoittaa vaan että se on pysäytetty.",negative,melko surkea viimesimmän päivityksen jälkeen softa ei toimi ollenkaan ilmoittaa vaan että se on pysäytetty 
45676,com.thirdpresence.ruutu,"Auts! Nettiyhteys takkuilee, koska meidän palvelimemme ovat huonoja. Ja tästäkö vielä pitäisi maksaa. Nettiyhteydessä ei ole ongelmaa koska Youtube, mtv ja Yle kaikki toimivat normaalisti, mutta aina tämän kanssa ongelmia.",negative,auts nettiyhteys takkuilee koska meidän palvelimemme ovat huonoja ja tästäkö vielä pitäisi maksaa nettiyhteydessä ei ole ongelmaa koska youtube mtv ja yle kaikki toimivat normaalisti mutta aina tämän kanssa ongelmia 
50728,com.thirdpresence.ruutu,Ku avaa ni lukee vaan Ruutu ja siihen jää. Paska!,negative,ku avaa ni lukee vaan ruutu ja siihen jää paska 
98648,fi.mtvkatsomo,"joskus ei toimi mut iha jees, mainokset voit ohittaa ku meet mainoksii, meet pois ja tuut takas",negative,joskus ei toimi mut iha jees mainokset voit ohittaa ku meet mainoksii meet pois ja tuut takas
51509,com.thirdpresence.ruutu,jos mainoksista tykkaa nii lataa ihmees.  joskus lagaa,negative,jos mainoksista tykkaa nii lataa ihmees joskus lagaa
115345,com.spotify.music,Spotify Ei enää toimi Premiumilla niin päätin ikuista Koko Sovelluksen Hyvästi Hyvästi oli hyvä tehdä Yhteistyötä Vihaan sua Spotify Loppuikäni,negative,spotify ei enää toimi premiumilla niin päätin ikuista koko sovelluksen hyvästi hyvästi oli hyvä tehdä yhteistyötä vihaan sua spotify loppuikäni
77478,fi.danskebank.mobilepay,Rahojen siirtyminen kestää monta tuntia. En todellakaan suosittele kenellekään,negative,rahojen siirtyminen kestää monta tuntia en todellakaan suosittele kenellekään
84761,com.fsecure.ms.dc,Miksei saa poistettua???,negative,miksei saa poistettua 
123410,com.spotify.music,Tykkään itse ihan valtan hyvin pystyy tsikaa kappalwwn kun kappaleen,negative,tykkään itse ihan valtan hyvin pystyy tsikaa kappalwwn kun kappaleen
148330,fi.vr.mobile.app,Korttiosto ei toimi,negative,korttiosto ei toimi
2709,com.danskebank.mobilebank3.fi,Ihan hyvä,negative,ihan hyvä
13124,com.yle.webtv,ei edes anna ladata koko hemmetin sovellusta,negative,ei edes anna ladata koko hemmetin sovellusta
95914,fi.mtvkatsomo,"Kun yrität toistaa videota, niin ohjelma ilmoittaa että mav katsomo ei vastaa.",negative,kun yrität toistaa videota niin ohjelma ilmoittaa että mav katsomo ei vastaa 
53752,com.google.android.apps.walletnfcrel,Turha,negative,turha
101045,fi.hs.android,"Sovellus sekoilee, näyttö välkkyy ja menee mustaksi noin 25% käyttökerroista Samsungin tabletilla. Muuten hyvä sovellus",negative,sovellus sekoilee näyttö välkkyy ja menee mustaksi noin 25 käyttökerroista samsungin tabletilla muuten hyvä sovellus
57447,com.saunalahti.oma,Hakkerit ovat jo kolme kertaa päässeet luomaan oman Elisan kautta tunnukset ja samalla saaneet kaksi salaista numeronani.,negative,hakkerit ovat jo kolme kertaa päässeet luomaan oman elisan kautta tunnukset ja samalla saaneet kaksi salaista numeronani 
54384,fi.itella.posti.android,"kun neuvoo reittiä mistä hakee paketti niin ohjaa mettään, siis suoraan mettään",negative,kun neuvoo reittiä mistä hakee paketti niin ohjaa mettään siis suoraan mettään
71855,fi.spankki,"Kyllä on mennyt sovellus huonoksi päivityksessä. Tämä vaati tunnuslukua joka kerta, vaikka vain bonuskertymän katsoisi. Lisäksi kaikki sinulle edut on etelä-suomesta, vaikka itse olen pohjanmaalla, ennen ne oli tästä läheltä.",negative,kyllä on mennyt sovellus huonoksi päivityksessä tämä vaati tunnuslukua joka kerta vaikka vain bonuskertymän katsoisi lisäksi kaikki sinulle edut on etelä suomesta vaikka itse olen pohjanmaalla ennen ne oli tästä läheltä 
69009,com.yle.lastenareena,"Maailman huonoin paikka,ihan paska😝😝💣🔪",negative,maailman huonoin paikka ihan paska 
67683,com.fluffyfairygames.idleminertycoon,Gg,negative,gg
56553,fi.itella.posti.android,"Lähetysten seurannassa on kohta ""anna lähetykselle oma nimi"", mutta se ei kuitenkaan onnistu. Kenttään voi kirjoittaa, mutta teksti ei jää siihen.",negative,lähetysten seurannassa on kohta anna lähetykselle oma nimi mutta se ei kuitenkaan onnistu kenttään voi kirjoittaa mutta teksti ei jää siihen 
28689,fi.nordea.mobilebank,"Kyllästynyt jatkuviin ongelmiin ja häiriöihin ,paljon toivomisen varaa tähän sovelluksen",negative,kyllästynyt jatkuviin ongelmiin ja häiriöihin paljon toivomisen varaa tähän sovelluksen
85102,com.fsecure.ms.dc,"Ei ensinnäkään saanut viidessä  tunnissa skannattua edes 30% puhelimesta, vaati käyttöoikeuksia kui virus ja sitten vielä ""omi"" pääkäyttäjän valtuudet ettei poistaminenkaan ilman googlausta onnistunut. Ihan susipaska!",negative,ei ensinnäkään saanut viidessä tunnissa skannattua edes 30 puhelimesta vaati käyttöoikeuksia kui virus ja sitten vielä omi pääkäyttäjän valtuudet ettei poistaminenkaan ilman googlausta onnistunut ihan susipaska 
87105,fi.op.android.lompsa,"Joutui poistamaan päivityksen jälkeen. Budjetointi jäi toissijaiseksi ja pääasiaksi tulivat kumppaneiden palvelut. Kun mobiilimaksukin tökki jo aiemmin ja päivityksessä lakkasi kokonaan toimimasta, asia oli selvä.",negative,joutui poistamaan päivityksen jälkeen budjetointi jäi toissijaiseksi ja pääasiaksi tulivat kumppaneiden palvelut kun mobiilimaksukin tökki jo aiemmin ja päivityksessä lakkasi kokonaan toimimasta asia oli selvä 
35927,fi.nordea.mobilebank,Joskus onnistuu sitten taas ei.,negative,joskus onnistuu sitten taas ei 
112057,fi.mtv.mtvuutiset,"Mainio sovellus, jos toimisi koko ajan. Vähän väliä sovellus pätkäisee eikä toimi, ennen kuin sammuttaa sovelluksen ja käynnistää uudelleen. Lisäksi joitakin uutisia ei saa auki ollenkaan...",negative,mainio sovellus jos toimisi koko ajan vähän väliä sovellus pätkäisee eikä toimi ennen kuin sammuttaa sovelluksen ja käynnistää uudelleen lisäksi joitakin uutisia ei saa auki ollenkaan 
146280,com.swampsend.maastokartat,Ok toimii !,negative,ok toimii 
94840,fi.mtvkatsomo,Miksi pitää kirjautua?  Varsinkaan kun tuo ei toiminut! En jaksa vaivautua taistelemaan.. varsinkin kun maailmassa on muutakin mihin aikansa laittaa..,negative,miksi pitää kirjautua varsinkaan kun tuo ei toiminut en jaksa vaivautua taistelemaan varsinkin kun maailmassa on muutakin mihin aikansa laittaa 
1597,com.danskebank.mobilebank3.fi,"Liian monimutkainen ja aikaa vievä.Lisäksi en ole saanut sitä lukulaitettakaan,enkä edes tiedä voiko sitä käyttää tällä tabletillakaan edes,kun ei ole,eikä tule minulla olemaan älykännykkää.Tämä on hyvin vaikea selkoinen ohjelma ja epävarma",negative,liian monimutkainen ja aikaa vievä lisäksi en ole saanut sitä lukulaitettakaan enkä edes tiedä voiko sitä käyttää tällä tabletillakaan edes kun ei ole eikä tule minulla olemaan älykännykkää tämä on hyvin vaikea selkoinen ohjelma ja epävarma
48375,com.thirdpresence.ruutu,Ei toimi ikinä silloin kun pitäisi.,negative,ei toimi ikinä silloin kun pitäisi 
113547,com.spotify.music,Pätkii kokoajan auton bluethootissa. Ei parane vaikka päivityksiä on tullut.,negative,pätkii kokoajan auton bluethootissa ei parane vaikka päivityksiä on tullut 
149258,com.appmind.radios.fi,It was good while it worked. Tried to reinstall but still not working.,negative,it was good while it worked tried to reinstall but still not working 
38904,fi.nordea.mobilebank,"softa on nykystandardien mukainen. jään kaipaamaan erillisiä alitilejä joille ""siirtää"" rahaa jemmaan isompiin estoihin. Suurin ongelma lienee pankin backend joka käytännössä aiheuttaa tilanteen ettei tiliin pääse joko käsiksi tai siellä ainakaan ei pääse tekemään mitään..",negative,softa on nykystandardien mukainen jään kaipaamaan erillisiä alitilejä joille siirtää rahaa jemmaan isompiin estoihin suurin ongelma lienee pankin backend joka käytännössä aiheuttaa tilanteen ettei tiliin pääse joko käsiksi tai siellä ainakaan ei pääse tekemään mitään 
43959,fi.nordea.mobilebank,Ja laskujen maksuun hyvä. Suuri miinus että verkkopalkka ominaisuus puuttuu kokonaan (aditro). Paikkakuitin tarkistaminen ei siis onnistu.,negative,ja laskujen maksuun hyvä suuri miinus että verkkopalkka ominaisuus puuttuu kokonaan aditro paikkakuitin tarkistaminen ei siis onnistu 
57908,com.saunalahti.oma,"Ihan sekainen ohjelma. Pyytää jatkuvasti tunnuslukuja, vaikka minulla on jo 
voimassa oleva tunnusluku Jorma Mirtp",negative,ihan sekainen ohjelma pyytää jatkuvasti tunnuslukuja vaikka minulla on jo voimassa oleva tunnusluku jorma mirtp
119907,com.spotify.music,Katkasee musiikin kun kuuntelee kaiutimesta koko ajan kaiutin on ehjä,negative,katkasee musiikin kun kuuntelee kaiutimesta koko ajan kaiutin on ehjä
105530,fi.matkahuolto.bussiliput,"en pääse rekisteröitymään. Vika ilmenee kun painan että jatka tietojeni lisäämisen jälkeen ja lukee ""yleinen virhe"" ja sitten ei tapahdu mitään sähköpostiin tulee kyllä ilmoitus s postin varmistamisesta mutta mitään ei tapahdu. kiitos etukäteen",negative,en pääse rekisteröitymään vika ilmenee kun painan että jatka tietojeni lisäämisen jälkeen ja lukee yleinen virhe ja sitten ei tapahdu mitään sähköpostiin tulee kyllä ilmoitus postin varmistamisesta mutta mitään ei tapahdu kiitos etukäteen
480,fi.ekapeli.EkapeliAlku,Nobo peli,negative,nobo peli
46005,com.thirdpresence.ruutu,"Hieman käyttäjäystävällisempi voisi olla, mut parempi kuin Katsomo ;-)",negative,hieman käyttäjäystävällisempi voisi olla mut parempi kuin katsomo 
57765,com.saunalahti.oma,"Tiedotteet ei päivity, muutenkin ominaisuuksia on karsittu ankarasti entiseen verrattuna ...",negative,tiedotteet ei päivity muutenkin ominaisuuksia on karsittu ankarasti entiseen verrattuna 
103152,fi.hs.android,Kokeile Hesaria-mainoksia ei pitäisi näkyä kun on maksanut digilehdestä. Varsinkin kun niitä näkyy olevan joka neljännellä sivulla. Ärsyttävää...,negative,kokeile hesaria mainoksia ei pitäisi näkyä kun on maksanut digilehdestä varsinkin kun niitä näkyy olevan joka neljännellä sivulla ärsyttävää 
57399,com.saunalahti.oma,Mainosaplikaatio.. En suosittele kenellekään. Mobiilisivut toimivat muutenkin paremmin.,negative,mainosaplikaatio en suosittele kenellekään mobiilisivut toimivat muutenkin paremmin 
86956,fi.op.android.lompsa,"Hidas, surkea käyttöliittymä ja huonommat ominaisuudet kuin vanhassa. Jo pelkästään appin hitaus tekee siitä vaikean käyttää maksutilanteissa. Sovellusta avattaessa pitää ensin tuijottaa usempi sekunti Pivon logoa, sitten tulee sormenjäljen tunnistus, joka sekin kestää ties kuin kauan. Kolmanneksi tulee iso latausrinkula ja vielä senkin jälkeen aloitusnäkymässä pitää jokainen kohta ladata pikku latausrinkuloiden kera. Tässä vaiheessa hävettää koko appin käyttö kun pitkä kassa jono vartoo takana.",negative,hidas surkea käyttöliittymä ja huonommat ominaisuudet kuin vanhassa jo pelkästään appin hitaus tekee siitä vaikean käyttää maksutilanteissa sovellusta avattaessa pitää ensin tuijottaa usempi sekunti pivon logoa sitten tulee sormenjäljen tunnistus joka sekin kestää ties kuin kauan kolmanneksi tulee iso latausrinkula ja vielä senkin jälkeen aloitusnäkymässä pitää jokainen kohta ladata pikku latausrinkuloiden kera tässä vaiheessa hävettää koko appin käyttö kun pitkä kassa jono vartoo takana 
27138,com.nordea.mep.npay,Ei osaa päivittää saldojansa käynnistämättä uudestaan.,negative,ei osaa päivittää saldojansa käynnistämättä uudestaan 
75493,fi.spankki,"Ei toimi yhdessä muiden NFC-korttien kanssa. Olen yrittänyt korvata tällä muovikortin kukkarostani, mutta kun yritän käyttää tätä korttia kassalla saan vastauksen kassapäätteeltä, että korttia ei tunnisteta. Puhelin taasen nostaa pintaan oletuskortin, joka on tällä hetkellä maksukortti Pivo-aplikaatiosta. Lisäksi Pivo-maksukorttiini on liitetty plussaominaisuus, joten en kyllä ihmettelekään miksi tämä kortti ei tuolta taustalta lukeudu. Ja hyvä tapa käyttää tätä aplikaatiota EI olisi asettaa S-mobiili oletukseksi, koska sitten en taas pystyisi maksamaan puhelimella.",negative,ei toimi yhdessä muiden nfc korttien kanssa olen yrittänyt korvata tällä muovikortin kukkarostani mutta kun yritän käyttää tätä korttia kassalla saan vastauksen kassapäätteeltä että korttia ei tunnisteta puhelin taasen nostaa pintaan oletuskortin joka on tällä hetkellä maksukortti pivo aplikaatiosta lisäksi pivo maksukorttiini on liitetty plussaominaisuus joten en kyllä ihmettelekään miksi tämä kortti ei tuolta taustalta lukeudu ja hyvä tapa käyttää tätä aplikaatiota ei olisi asettaa mobiili oletukseksi koska sitten en taas pystyisi maksamaan puhelimella 
52679,com.thirdpresence.ruutu,Täysin paska sovellus,negative,täysin paska sovellus
61874,fi.iltalehti.iltalehti,"Typerästi avaa tämän play kaupan joka kerta kun avaat kaverisi suosittelemaa iltalehden otsikon facebookissa, miksei se mene suoraan uutiseen.",negative,typerästi avaa tämän play kaupan joka kerta kun avaat kaverisi suosittelemaa iltalehden otsikon facebookissa miksei se mene suoraan uutiseen 
116515,com.spotify.music,Katso tämä mainos niin saat 30 min kuuntelua ilman mainoksia - - > tulee 2 pitkää mainosta - - > jatka kuuntelua 2 biisiä - - > lisää mainoksia.....,negative,katso tämä mainos niin saat 30 min kuuntelua ilman mainoksia tulee 2 pitkää mainosta jatka kuuntelua 2 biisiä lisää mainoksia 
102863,fi.hs.android,"...paljon on vielä tekemistä, ennen kuin palvelee kunnolla lukijoita. Yritystä ainakin on ollut. Kiitokset ilta-""osiosta""!",negative, paljon on vielä tekemistä ennen kuin palvelee kunnolla lukijoita yritystä ainakin on ollut kiitokset ilta osiosta 
141147,com.spotify.music,vitu kyrvät,negative,vitu kyrvät
22449,com.nordea.mobiletoken,Ihan liian vaikea!!!!,negative,ihan liian vaikea 
110552,com.elisa.viihde,Maksukanavia ei voi toistaa chromecastin kautta,negative,maksukanavia ei voi toistaa chromecastin kautta
53443,com.google.android.apps.walletnfcrel,Miks tämä ei tue Visa Electron korttia?,negative,miks tämä ei tue visa electron korttia 
111965,fi.mtv.mtvuutiset,"Näyttö ei rullaa sujuvasti vaan sivulla pääsee alaspäin muutama juttu kerrallaan. Tämä on epämiellyttävä toiminto ja sai poistamaan sovelluksen. Harmi, koska jutut ovat kiinnostavia ja hyvin toimitettuja.",negative,näyttö ei rullaa sujuvasti vaan sivulla pääsee alaspäin muutama juttu kerrallaan tämä on epämiellyttävä toiminto ja sai poistamaan sovelluksen harmi koska jutut ovat kiinnostavia ja hyvin toimitettuja 
50709,com.thirdpresence.ruutu,"Käyttöliittymä on hyvä ja hieno, mut siihen jääkin kaikki positiivisuus. Ei viitsi katsoa yhtään videoo, koska mainosten määrä ja kesto on järkyttävä. Eikä niitä pysty ohittaa millään. Olen pettynyt ja lopettanut käytön.",negative,käyttöliittymä on hyvä ja hieno mut siihen jääkin kaikki positiivisuus ei viitsi katsoa yhtään videoo koska mainosten määrä ja kesto on järkyttävä eikä niitä pysty ohittaa millään olen pettynyt ja lopettanut käytön 
23101,com.nordea.mobiletoken,"Joudun antamaan yhden tähden, sillä arvostan roottausta huomattavasti enemmän kuin tätä sovellusta.   Windows-koneeni on suurella todennäköisyydellä turvattomampi kuin puhelimeni, joten miksi saan käyttää verkkopankkia koneeltani, mutta tämä pitää estää kun minulla kuitenkin on rootin vuoksi molempiin pääkäyttäjän oikeudet?",negative,joudun antamaan yhden tähden sillä arvostan roottausta huomattavasti enemmän kuin tätä sovellusta windows koneeni on suurella todennäköisyydellä turvattomampi kuin puhelimeni joten miksi saan käyttää verkkopankkia koneeltani mutta tämä pitää estää kun minulla kuitenkin on rootin vuoksi molempiin pääkäyttäjän oikeudet 
112075,fi.mtv.mtvuutiset,"""Jokin meni pieleen"" alkaa olla jo ihan arkipäivää.. huoh..",negative, jokin meni pieleen alkaa olla jo ihan arkipäivää huoh 
111442,com.elisa.viihde,"Tv-opas on huonompi päivityksen jälkeen mitä aikaisempi.  Näppärämpi oli skrollata koko viikko kerralla, nyt näpyttelyä on liikaa",negative,tv opas on huonompi päivityksen jälkeen mitä aikaisempi näppärämpi oli skrollata koko viikko kerralla nyt näpyttelyä on liikaa
57835,com.saunalahti.oma,"Alaikäisellä tytölläni on Saunalahden liittymä jota joutuu silloin tällöin kontrolloimaan...Työni puolesta käytän toista operaattoria puhelimessani ja siten en voi käyttää palvelua omasta puhelimestani. Siis, hyödytön mulle!",negative,alaikäisellä tytölläni on saunalahden liittymä jota joutuu silloin tällöin kontrolloimaan työni puolesta käytän toista operaattoria puhelimessani ja siten en voi käyttää palvelua omasta puhelimestani siis hyödytön mulle 
81956,fi.iltasanomat,Aika  hyvä  😉,negative,aika hyvä 
93648,fi.mtvkatsomo,En saa helposti Google käyttäjää,negative,en saa helposti google käyttäjää
101705,fi.hs.android,"Aivan käsittämättön huono,!",negative,aivan käsittämättön huono 
87743,fi.op.android.lompsa,"Uusin versio kaatuu heti käynnistyessä. Vanhempi, mutta edelleen ajankohtainen arvio: Nykyinen käyttöliittymä on todella sekava. Löysin itse ainakin viisi erilaista tapaa, joilla eri näkymistä on tarkoitus palata edelliseen. Tämä vain esimerkki sekavuudesta. Ja voitteko mahdollistaa ilmoitusten poistamisen tililtä lähtevien maksujen osalta. En halua puhelimen piippaavan joka kerta, kun ostan jotain pankkikortilla.",negative,uusin versio kaatuu heti käynnistyessä vanhempi mutta edelleen ajankohtainen arvio nykyinen käyttöliittymä on todella sekava löysin itse ainakin viisi erilaista tapaa joilla eri näkymistä on tarkoitus palata edelliseen tämä vain esimerkki sekavuudesta ja voitteko mahdollistaa ilmoitusten poistamisen tililtä lähtevien maksujen osalta en halua puhelimen piippaavan joka kerta kun ostan jotain pankkikortilla 
43925,fi.nordea.mobilebank,"Edellisessä puhelimessa toimi hyvin, mutta nyt en saa toimimaan, ilmoittaa koko ajan ettei ole verkkoyhteyttä (vaikka on ja muut sitä vaativat sovellukset toimivat)",negative,edellisessä puhelimessa toimi hyvin mutta nyt en saa toimimaan ilmoittaa koko ajan ettei ole verkkoyhteyttä vaikka on ja muut sitä vaativat sovellukset toimivat 
50889,com.thirdpresence.ruutu,"Ei toimi, kuulemma ei ole internetyhteyttä alistamista varten.",negative,ei toimi kuulemma ei ole internetyhteyttä alistamista varten 
38597,fi.nordea.mobilebank,Paljon pikkupränttiä ja huonoa kontrastia. Uusin versio myös uloskirjautuu omin päin aika usein kesken maksun vahvistamisen.,negative,paljon pikkupränttiä ja huonoa kontrastia uusin versio myös uloskirjautuu omin päin aika usein kesken maksun vahvistamisen 
50552,com.thirdpresence.ruutu,Vittu mitä paskaa...laitteena sony xperia3,negative,vittu mitä paskaa laitteena sony xperia3
70235,com.myklarnamobile,En pääse maksamaan laskuja pff kautta. En ehkä osaa. Samoin kun yritän kirjautua klarnaan en pääse ehkä en osaa tehdä oikein. Nyt ainakin on monimutkaista.,negative,en pääse maksamaan laskuja pff kautta en ehkä osaa samoin kun yritän kirjautua klarnaan en pääse ehkä en osaa tehdä oikein nyt ainakin on monimutkaista 
124520,com.spotify.music,Vähän sekava. Spotify Connect -toiminto syö virtaa kuin leipää ja ärsyttää käytössä..,negative,vähän sekava spotify connect toiminto syö virtaa kuin leipää ja ärsyttää käytössä 
93452,fi.mtvkatsomo,aivan päin VIT***,negative,aivan päin vit 
82339,fi.yle.ylefiapp,Hyvät uutiset - vaan edelleen sovellus yhden luetun uutisen jälkeen jumiutuu.,negative,hyvät uutiset vaan edelleen sovellus yhden luetun uutisen jälkeen jumiutuu 
137858,com.spotify.music,Mut tää on iha ok,negative,mut tää on iha ok
3319,com.droidhang.ad,Crashing after update,negative,crashing after update
77941,fi.danskebank.mobilepay,"Oli suuret odotukset sillä olen kuullut tästä ystäviltä. Pettymys on tähän asti ollut, ongelmia kokoajan. En voinut ensin tunnistautua, siinä oli jokin häiriö pitkään eikä korttia ei pystynyt lisäämään (valittaa jostain häiriöstä taas.) Olen asentanut sovelluksen uudestaan pari kertaa. Toivon että tähän tulee muutos..",negative,oli suuret odotukset sillä olen kuullut tästä ystäviltä pettymys on tähän asti ollut ongelmia kokoajan en voinut ensin tunnistautua siinä oli jokin häiriö pitkään eikä korttia ei pystynyt lisäämään valittaa jostain häiriöstä taas olen asentanut sovelluksen uudestaan pari kertaa toivon että tähän tulee muutos 
87279,fi.op.android.lompsa,Mitä hyötyä on tästä sovelluksesta jos ei pysty käyttämään kassalla lähimaksua!?,negative,mitä hyötyä on tästä sovelluksesta jos ei pysty käyttämään kassalla lähimaksua 
33156,fi.nordea.mobilebank,"Yritin päästä myymään osakkeita, mutta en löytänyt ko kohtaa. Rahastoista se löytyi. Vähi.gossa osuin ns kulukohtaan. Mielestäni en löytänyt kohtaa, josta olisi näkynyt se, miltä ajalta ne olivat tai mikä oli niiden päiväys.",negative,yritin päästä myymään osakkeita mutta en löytänyt ko kohtaa rahastoista se löytyi vähi gossa osuin ns kulukohtaan mielestäni en löytänyt kohtaa josta olisi näkynyt se miltä ajalta ne olivat tai mikä oli niiden päiväys 
94910,fi.mtvkatsomo,Pitää luoda tunnus pystyäkseen katsomaan ohjelmia mutta kun tunnusta ei pysty luomaan vaan tulee aina virheilmoitus.,negative,pitää luoda tunnus pystyäkseen katsomaan ohjelmia mutta kun tunnusta ei pysty luomaan vaan tulee aina virheilmoitus 
52886,com.thirdpresence.ruutu,Turha sovellus,negative,turha sovellus
95708,fi.mtvkatsomo,"Koitin katsoa klipin mtv3:n sivuilta. Ohjasi lataamaan sovelluksen. Latasin. Katsoin minuutin mainoksia nähdäkseni 20s klipin. Koitin jakaa klipin kaverilleni, kyseinen linkki johti mtv sportin etusivulle. Poistin sovelluksen",negative,koitin katsoa klipin mtv3 sivuilta ohjasi lataamaan sovelluksen latasin katsoin minuutin mainoksia nähdäkseni 20s klipin koitin jakaa klipin kaverilleni kyseinen linkki johti mtv sportin etusivulle poistin sovelluksen
99775,fi.mtvkatsomo,Ei toimi yhtään,negative,ei toimi yhtään
49318,com.thirdpresence.ruutu,Liian vähän ilmaista materiaalia,negative,liian vähän ilmaista materiaalia
112576,se.nordea.firstcard,Ei toimi tunnistautuminen millään.,negative,ei toimi tunnistautuminen millään 
2708,com.danskebank.mobilebank3.fi,Hieno homma,negative,hieno homma
48389,com.thirdpresence.ruutu,"Muuten hyvä mutta miks mainokset ei näy ja kestää ihan todella paljon aikaa 
kun se lataa sitä videota😕",negative,muuten hyvä mutta miks mainokset ei näy ja kestää ihan todella paljon aikaa kun se lataa sitä videota 
105023,com.nordnet,"Päivän nousu- ja laskulistat voisi näyttää myös äpissä. Huomaan käyttäväni Nordnetiä edelleen selaimen kautta. Joku kiva osakewidget olisi kiva, josta näkisi oman salkun päivittäiset nousut ja tilanteen suoraan",negative,päivän nousu ja laskulistat voisi näyttää myös äpissä huomaan käyttäväni nordnetiä edelleen selaimen kautta joku kiva osakewidget olisi kiva josta näkisi oman salkun päivittäiset nousut ja tilanteen suoraan
111244,com.elisa.viihde,Vaihdoin puhelinta ja enää ei tunnukset kelpaa kirjautumiseen,negative,vaihdoin puhelinta ja enää ei tunnukset kelpaa kirjautumiseen
121189,com.spotify.music,Ei kiinosta teidän rahan menetys,negative,ei kiinosta teidän rahan menetys
72357,fi.spankki,Ei vaan toimi. Susi mikä susi. Uskomatonta ettei saa kuntoon.,negative,ei vaan toimi susi mikä susi uskomatonta ettei saa kuntoon 
58962,fi.fmi.mobileweather,"Lisäilee itsestään haettuja paikkoja automaattisesti ""suosikeihin""",negative,lisäilee itsestään haettuja paikkoja automaattisesti suosikeihin 
56885,com.augmentra.viewranger.android,"Toimii, mutta vähän sekava.",negative,toimii mutta vähän sekava 
90502,net.easypark.android,Ei toimi päivityksen jälkeen.,negative,ei toimi päivityksen jälkeen 
94715,fi.mtvkatsomo,"Todella perseestä. Mainoksia miljoona, eikä voi lausetta, sekä Chromecast tuki olematon paska.",negative,todella perseestä mainoksia miljoona eikä voi lausetta sekä chromecast tuki olematon paska 
148291,fi.vr.mobile.app,"Latasin, uusin salasanani ja nyt sovellus valittaa sisäänkirjautuminen epäonnistui, tarkista kirjautumistietosi.",negative,latasin uusin salasanani ja nyt sovellus valittaa sisäänkirjautuminen epäonnistui tarkista kirjautumistietosi 
108875,com.tripadvisor.tripadvisor,Ei aina halvin 😀😀,negative,ei aina halvin 
77094,air.com.myheritage.mobile,"Hiukan on vielä opettelua,on paljon tietoa..",negative,hiukan on vielä opettelua on paljon tietoa 
